Specimen #	Depository	Coll Event #	Created	Sex	Stage	Last Name	Date	Family	Genus	Species	Host Taxon	Country	County	State	Latitude1	Longitude1	Verbatim Locality	Start Date	Verbatim Date	End Date	Order
UMSP000362932	UMSP		2020-08-27 12:07:04			C. Searl	1929	Dermestidae	Anthrenus	lepidus	Adenostoma	United States	San Diego	California				06-06-1928	06/06/2028		Coleoptera 
UMSP000362933	UMSP		2020-08-27 12:07:05			C. Searl	1929	Dermestidae	Anthrenus	lepidus	Adenostoma	United States	San Diego	California				06-06-1928	06/06/2028		Coleoptera 
UMSP000413990	UMSP		2020-08-27 12:10:23					Dermestidae	Dermestes	caninus	Apocynum cannabinum var. pubescens	United States	Douglas	Kansas				06-07-1920	July-6-1920		Coleoptera 
UMSP000414017	UMSP		2020-08-27 12:10:35			A. Herrmann	2017	Dermestidae	Dermestes	caninus	on dead mouse	United States	Ramsey	Minnesota				29-09-1935	Sept. 29 1935		Coleoptera 
UMSP000414034	UMSP		2020-08-27 12:10:42			A. Herrmann	2017	Dermestidae	Dermestes	caninus	ex: dead bobcat	United States	Val Verde	Texas				20-04-1962	20 Apr. 1962		Coleoptera 
UMSP000414035	UMSP		2020-08-27 12:10:43			A. Herrmann	2017	Dermestidae	Dermestes	caninus	ex: dead bobcat	United States	Val Verde	Texas				20-04-1962	20 Apr. 1962		Coleoptera 
UMSP000414036	UMSP		2020-08-27 12:10:44			A. Herrmann	2017	Dermestidae	Dermestes	caninus	ex: dead bobcat	United States	Val Verde	Texas				20-04-1962	20 Apr. 1962		Coleoptera 
UMSP000414037	UMSP		2020-08-27 12:10:45			A. Herrmann	2017	Dermestidae	Dermestes	caninus	ex: dead bobcat	United States	Val Verde	Texas				20-04-1962	20 Apr. 1962		Coleoptera 
UMSP000414038	UMSP		2020-08-27 12:10:45			A. Herrmann	2017	Dermestidae	Dermestes	caninus	ex: dead bobcat	United States	Val Verde	Texas				20-04-1962	20 Apr. 1962		Coleoptera 
UMSP000414039	UMSP		2020-08-27 12:10:46			A. Herrmann	2017	Dermestidae	Dermestes	caninus	2.30pm	France	Haute-Garonne	Occitanie				03-04-1929	04/03/2029		Coleoptera 
UMSP000415900	UMSP		2020-08-27 12:11:42			A. Herrmann	2017	Dermestidae	Dermestes	frischii	ex: dead bobcat	United States	Val Verde	Texas				20-04-1962	20 Apr. 1962		Coleoptera 
UMSP000415918	UMSP		2020-08-27 12:11:50			A. Herrmann	2017	Dermestidae	Dermestes	frischii	pheasant closed	United States	Ramsey	Minnesota				24-04-1962	24/04/1962		Coleoptera 
UMSP000416176	UMSP		2020-08-27 12:13:45			A. Herrmann	2017	Dermestidae	Dermestes	lardarius	thistle	United States	St. Louis	Minnesota				07-06-1995	VI-07-95		Coleoptera 
UMSP000416910	UMSP		2020-08-27 12:16:19			A. Herrmann	2017	Dermestidae	Dermestes	maculatus	dead cow	United States	Los Angeles	California				12-08-1961	08/12/1961		Coleoptera 
UMSP000416980	UMSP		2020-08-27 12:16:52			A. Herrmann	2017	Dermestidae	Dermestes	marmoratus	ex: dead bobcat	United States	Val Verde	Texas				20-04-1962	20 Apr. 1962		Coleoptera 
UMSP000416981	UMSP		2020-08-27 12:16:53			A. Herrmann	2017	Dermestidae	Dermestes	marmoratus	ex: dead bobcat	United States	Val Verde	Texas				20-04-1962	20 Apr. 1962		Coleoptera 
UMSP000417036	UMSP		2020-08-27 12:17:17			A. Herrmann	2017	Dermestidae	Dermestes	cf. signatus	infesting Belostomatidae							1938	1938		Coleoptera 
UMSP000417037	UMSP		2020-08-27 12:17:17			A. Herrmann	2017	Dermestidae	Dermestes	cf. signatus	infesting Belostomatidae							1938	1938		Coleoptera 
UMSP000417038	UMSP		2020-08-27 12:17:17			A. Herrmann	2017	Dermestidae	Dermestes	cf. signatus	infesting Belostomatidae							1938	1938		Coleoptera 
UMSP000417092	UMSP		2020-08-27 12:17:42			A. Herrmann	2017	Dermestidae	Dermestes	talpinus	on dead grackle	United States	Ramsey	Minnesota				21-05-1967	21/05/1967		Coleoptera 
UMSP000416316	UMSP		2020-08-27 12:18:27			A. Herrmann	2017	Dermestidae	Orphilus	ater	on flowers of Goatsbeard	United States	Athens	Ohio				22-06-1935	22/06/1935		Coleoptera 
UMSP000416317	UMSP		2020-08-27 12:18:28			A. Herrmann	2017	Dermestidae	Orphilus	ater	on flowers of Goatsbeard	United States	Athens	Ohio				22-06-1935	22/06/1935		Coleoptera 
UMSP000416366	UMSP		2020-08-27 12:18:49	female		H. E. Milliron	1939	Dermestidae	Reesa	vespulae	from nest of V. arenaria (Fab)	United States	Ramsey	Minnesota				10-10-1938	Oct 10 1938		Coleoptera 
UMSP000416367	UMSP		2020-08-27 12:18:49	female		H. E. Milliron	1939	Dermestidae	Reesa	vespulae	from nest of V. arenaria (Fab)	United States	Ramsey	Minnesota				08-08-1938	Aug 8 1938		Coleoptera 
UMSP000416368	UMSP		2020-08-27 12:18:50	female		H. E. Milliron	1939	Dermestidae	Reesa	vespulae	from nest of V. arenaria (Fab)	United States	Ramsey	Minnesota				08-08-1938	Aug 8 1938		Coleoptera 
UMSP000416369	UMSP		2020-08-27 12:18:50	female		H. E. Milliron	1939	Dermestidae	Reesa	vespulae	from nest of V. arenaria (Fab)	United States	Ramsey	Minnesota				08-08-1938	Aug 8 1938		Coleoptera 
UMSP000416370	UMSP		2020-08-27 12:18:51	female		H. E. Milliron	1939	Dermestidae	Reesa	vespulae	from nest of V. arenaria (Fab)	United States	Ramsey	Minnesota				08-08-1938	Aug 8 1938		Coleoptera 
UMSP000416371	UMSP		2020-08-27 12:18:52	female		H. E. Milliron	1939	Dermestidae	Reesa	vespulae	from nest of V. arenaria (Fab)	United States	Ramsey	Minnesota				08-08-1938	Aug 8 1938		Coleoptera 
UMSP000416372	UMSP		2020-08-27 12:18:52	female		H. E. Milliron	1939	Dermestidae	Reesa	vespulae	from nest of V. arenaria (Fab)	United States	Ramsey	Minnesota				08-08-1938	Aug 8 1938		Coleoptera 
UMSP000416373	UMSP		2020-08-27 12:18:53	female		H. E. Milliron	1939	Dermestidae	Reesa	vespulae	from nest of V. arenaria (Fab)	United States	Ramsey	Minnesota				08-08-1938	Aug 8 1938		Coleoptera 
UMSP000416374	UMSP		2020-08-27 12:18:53	female		H. E. Milliron	1939	Dermestidae	Reesa	vespulae	from nest of V. arenaria (Fab)	United States	Ramsey	Minnesota				08-08-1938	Aug 8 1937		Coleoptera 
UMSP000416375	UMSP		2020-08-27 12:18:54	female		H. E. Milliron	1939	Dermestidae	Reesa	vespulae	from nest of V. arenaria (Fab)	United States	Ramsey	Minnesota				08-08-1938	Aug 8 1938		Coleoptera 
UMSP000416376	UMSP		2020-08-27 12:18:54	female		H. E. Milliron	1939	Dermestidae	Reesa	vespulae	from nest of V. arenaria (Fab)	United States	Ramsey	Minnesota				08-08-1938	Aug 8 1938		Coleoptera 
UMSP000416377	UMSP		2020-08-27 12:18:55	female		H. E. Milliron	1939	Dermestidae	Reesa	vespulae	from nest of V. arenaria (Fab)	United States	Ramsey	Minnesota				08-08-1938	Aug 8 1938		Coleoptera 
UMSP000416378	UMSP		2020-08-27 12:18:56	female		H. E. Milliron	1939	Dermestidae	Reesa	vespulae	from nest of V. arenaria (Fab)	United States	Ramsey	Minnesota				08-08-1938	Aug 8 1938		Coleoptera 
UMSP000416379	UMSP		2020-08-27 12:18:56	female		H. E. Milliron	1939	Dermestidae	Reesa	vespulae	from nest of V. arenaria (Fab)	United States	Ramsey	Minnesota				08-08-1937	Aug 8 1937		Coleoptera 
UMSP000416380	UMSP		2020-08-27 12:18:56	female		H. E. Milliron	1939	Dermestidae	Reesa	vespulae	from nest of V. arenaria (Fab)	United States	Ramsey	Minnesota				10-07-1938	July 10 1038		Coleoptera 
UMSP000416381	UMSP		2020-08-27 12:18:57	female		H. E. Milliron	1939	Dermestidae	Reesa	vespulae	from nest of V. arenaria (Fab)	United States	Ramsey	Minnesota				10-07-1938	July 10 1038		Coleoptera 
UMSP000416382	UMSP		2020-08-27 12:18:58	female		H. E. Milliron	1939	Dermestidae	Reesa	vespulae	from nest of V. arenaria (Fab)	United States	Ramsey	Minnesota				10-07-1938	July 10 1038		Coleoptera 
UMSP000416383	UMSP		2020-08-27 12:18:58	female		H. E. Milliron	1939	Dermestidae	Reesa	vespulae	from nest of V. arenaria (Fab)	United States	Ramsey	Minnesota				10-07-1938	July 10 1038		Coleoptera 
UMSP000416384	UMSP		2020-08-27 12:18:58	female		H. E. Milliron	1939	Dermestidae	Reesa	vespulae	from nest of V. arenaria (Fab)	United States	Ramsey	Minnesota				14-10-1938	Oct 14 1938		Coleoptera 
UMSP000416385	UMSP		2020-08-27 12:18:59	female		H. E. Milliron	1939	Dermestidae	Reesa	vespulae	from nest of V. arenaria (Fab)	United States	Ramsey	Minnesota				14-10-1938	Oct 14 1938		Coleoptera 
UMSP000416386	UMSP		2020-08-27 12:19:00	female		H. E. Milliron	1939	Dermestidae	Reesa	vespulae	from nest of V. arenaria (Fab)	United States	Ramsey	Minnesota				14-10-1938	Oct 14 1938		Coleoptera 
UMSP000416387	UMSP		2020-08-27 12:19:00	female		H. E. Milliron	1939	Dermestidae	Reesa	vespulae	from nest of V. arenaria (Fab)	United States	Ramsey	Minnesota				10-10-1938	Oct 10 1938		Coleoptera 
UMSP000416388	UMSP		2020-08-27 12:19:01	female		H. E. Milliron	1939	Dermestidae	Reesa	vespulae	from nest of V. arenaria (Fab)	United States	Ramsey	Minnesota				16-09-1938	Sept 16 1938		Coleoptera 
UMSP000416389	UMSP		2020-08-27 12:19:01	female		H. E. Milliron	1939	Dermestidae	Reesa	vespulae	from nest of V. arenaria (Fab)	United States	Ramsey	Minnesota				16-09-1938	Sept 16 1938		Coleoptera 
UMSP000416390	UMSP		2020-08-27 12:19:02	female		H. E. Milliron	1939	Dermestidae	Reesa	vespulae	from nest of V. arenaria (Fab)	United States	Ramsey	Minnesota				01-10-1938	Oct 1 1938		Coleoptera 
UMSP000416391	UMSP		2020-08-27 12:19:02	female		H. E. Milliron	1939	Dermestidae	Reesa	vespulae	from nest of V. arenaria (Fab)	United States	Ramsey	Minnesota				07-11-1938	Nov. 7 1938		Coleoptera 
UMSP000416392	UMSP		2020-08-27 12:19:03	female		H. E. Milliron	1939	Dermestidae	Reesa	vespulae	from nest of V. arenaria (Fab)	United States	Ramsey	Minnesota				08-08-1938	Aug 8 1938		Coleoptera 
UMSP000416393	UMSP		2020-08-27 12:19:03	female		H. E. Milliron	1939	Dermestidae	Reesa	vespulae	in nest of V. arenaria	United States	Ramsey	Minnesota				08-08-1938	Aug 8 1938		Coleoptera 
UMSP000416394	UMSP		2020-08-27 12:19:04			P. Lepesme		Dermestidae	Reesa	vespulae	in nest of V. arenaria	United States	Ramsey	Minnesota				08-08-1938	Aug 8 1938		Coleoptera 
UMSP000416395	UMSP		2020-08-27 12:19:04	female		H. E. Milliron	1939	Dermestidae	Reesa	vespulae	from nest of V. arenaria (Fab)	United States	Ramsey	Minnesota				10-10-1938	Oct 10 1038		Coleoptera 
UMSP000416396	UMSP		2020-08-27 12:19:05	female		H. E. Milliron	1939	Dermestidae	Reesa	vespulae	from nest of V. arenaria (Fab)	United States	Ramsey	Minnesota				10-10-1938	Oct 10 1038		Coleoptera 
UMSP000416397	UMSP		2020-08-27 12:19:05	female		H. E. Milliron	1939	Dermestidae	Reesa	vespulae	from nest of V. arenaria (Fab)	United States	Ramsey	Minnesota				10-10-1938	Oct 10 1038		Coleoptera 
UMSP000416399	UMSP		2020-08-27 12:19:06	female		H. E. Milliron	1939	Dermestidae	Reesa	vespulae	cultured from Vespula nest	United States	Ramsey	Minnesota				22-10-1938	Oct. 22, 1938		Coleoptera 
UMSP000416410	UMSP		2020-08-27 12:19:14	male		H. E. Milliron	1948	Dermestidae	Thylodrias	contractus	Em. Jan. 23, ‘48	United States	Hennepin	Minnesota				05-10-1947	05/10/1947		Coleoptera 
UMSP000416549	UMSP		2020-08-27 12:20:32					Dermestidae	Trogoderma	ornatum	on Elm	United States	Essex	New Jersey				01-06-1936	June 1 1936		Coleoptera 
UMSP000416551	UMSP		2020-08-27 12:20:33					Dermestidae	Trogoderma	ornatum	on cicadas	United States	Ramsey	Minnesota				18-06-1940	18/06/1940		Coleoptera 
UMSP000416599	UMSP		2020-08-27 12:20:57					Dermestidae	Trogoderma	simplex	reared from Stipa comata	United States	Golden Valley	North Dakota				20-08-1924	Aug 20 1924		Coleoptera 
UMSP000416696	UMSP		2020-08-27 12:21:41					Dermestidae	Trogoderma	teukton	originally in whole wheat	United States		North Dakota				10/1941	Oct. 1941		Coleoptera 
UMSP000416697	UMSP		2020-08-27 12:21:41					Dermestidae	Trogoderma	teukton	originally in whole wheat	United States		North Dakota				10/1941	Oct. 1941		Coleoptera 
UMSP000416707	UMSP		2020-08-27 12:21:46					Dermestidae	Trogoderma	variabile	ex: dried prunes	United States	Fresno	California				10-05-1951	v-10-51		Coleoptera 
UMSP000416708	UMSP		2020-08-27 12:21:47					Dermestidae	Trogoderma	variabile	in prunes	United States	Tulare	California				04-05-1950	May 4-50		Coleoptera 
UMSP000417213	UMSP		2020-08-27 12:22:15			R. S. Beal	1953	Dermestidae	Trogoderma	versicolor	on cicadas	United States	Ramsey	Minnesota				18-01-1940	18/01/1940		Coleoptera 
UMSP000417214	UMSP		2020-08-27 12:22:16					Dermestidae	Trogoderma	versicolor	on cicadas	United States	Ramsey	Minnesota				18-01-1940	18/01/1940		Coleoptera 
UMSP000417215	UMSP		2020-08-27 12:22:16					Dermestidae	Trogoderma	versicolor	on cicadas	United States	Ramsey	Minnesota				18-01-1940	18/01/1940		Coleoptera 
UMSP000417216	UMSP		2020-08-27 12:22:17					Dermestidae	Trogoderma	versicolor	on cicadas	United States	Ramsey	Minnesota				18-01-1940	18/01/1940		Coleoptera 
UMSP000417217	UMSP		2020-08-27 12:22:17					Dermestidae	Trogoderma	versicolor	on cicadas	United States	Ramsey	Minnesota				18-01-1940	18/01/1940		Coleoptera 
UMSP000417218	UMSP		2020-08-27 12:22:18					Dermestidae	Trogoderma	versicolor	on cicadas	United States	Ramsey	Minnesota				18-01-1940	18/01/1940		Coleoptera 
UMSP000417219	UMSP		2020-08-27 12:22:18					Dermestidae	Trogoderma	versicolor	on cicadas	United States	Ramsey	Minnesota				18-01-1940	18/01/1940		Coleoptera 
UMSP000417220	UMSP		2020-08-27 12:22:19					Dermestidae	Trogoderma	versicolor	on cicadas	United States	Ramsey	Minnesota				18-01-1940	18/01/1940		Coleoptera 
UMSP000417221	UMSP		2020-08-27 12:22:20					Dermestidae	Trogoderma	versicolor	on cicadas	United States	Ramsey	Minnesota				18-01-1940	18/01/1940		Coleoptera 
UMSP000417222	UMSP		2020-08-27 12:22:20					Dermestidae	Trogoderma	versicolor	on cicadas	United States	Ramsey	Minnesota				18-01-1940	18/01/1940		Coleoptera 
UMSP000417223	UMSP		2020-08-27 12:22:21					Dermestidae	Trogoderma	versicolor	on cicadas	United States	Ramsey	Minnesota				18-01-1940	18/01/1940		Coleoptera 
UMSP000417224	UMSP		2020-08-27 12:22:21					Dermestidae	Trogoderma	versicolor	on cicadas	United States	Ramsey	Minnesota				18-01-1940	18/01/1940		Coleoptera 
UMSP000417225	UMSP		2020-08-27 12:22:22					Dermestidae	Trogoderma	versicolor	on cicadas	United States	Ramsey	Minnesota				18-01-1940	18/01/1940		Coleoptera 
UMSP000417226	UMSP		2020-08-27 12:22:22					Dermestidae	Trogoderma	versicolor	on cicadas	United States	Ramsey	Minnesota				18-01-1940	18/01/1940		Coleoptera 
UMSP000417227	UMSP		2020-08-27 12:22:23					Dermestidae	Trogoderma	versicolor	on cicadas	United States	Ramsey	Minnesota				18-01-1940	18/01/1940		Coleoptera 
UMSP000417228	UMSP		2020-08-27 12:22:23					Dermestidae	Trogoderma	versicolor	on cicadas	United States	Ramsey	Minnesota				18-01-1940	18/01/1940		Coleoptera 
UMSP000417229	UMSP		2020-08-27 12:22:24					Dermestidae	Trogoderma	versicolor	on cicadas	United States	Ramsey	Minnesota				18-01-1940	18/01/1940		Coleoptera 
UMSP000417230	UMSP		2020-08-27 12:22:24					Dermestidae	Trogoderma	versicolor	on cicadas	United States	Ramsey	Minnesota				18-01-1940	18/01/1940		Coleoptera 
UMSP000417231	UMSP		2020-08-27 12:22:25					Dermestidae	Trogoderma	versicolor	taken from cicadas, Rm 302, pupae reared							15-01-1940	Jan. 15 1940		Coleoptera 
UMSP000417232	UMSP		2020-08-27 12:22:25					Dermestidae	Trogoderma	versicolor	taken from cicadas, Rm 302, pupae reared							15-01-1940	Jan. 15 1940		Coleoptera 
UMSP000417233	UMSP		2020-08-27 12:22:25					Dermestidae	Trogoderma	versicolor	taken from cicadas, Rm 302, pupae reared							15-01-1940	Jan. 15 1940		Coleoptera 
UMSP000417234	UMSP		2020-08-27 12:22:26					Dermestidae	Trogoderma	versicolor	taken from cicadas, Rm 302, pupae reared							15-01-1940	Jan. 15 1940		Coleoptera 
UMSP000417235	UMSP		2020-08-27 12:22:26					Dermestidae	Trogoderma	versicolor	taken from cicadas, Rm 302, pupae reared							15-01-1940	Jan. 15 1940		Coleoptera 
UMSP000417236	UMSP		2020-08-27 12:22:26					Dermestidae	Trogoderma	versicolor	taken from cicadas, Rm 302, pupae reared							15-01-1940	Jan. 15 1940		Coleoptera 
UMSP000417237	UMSP		2020-08-27 12:22:27					Dermestidae	Trogoderma	versicolor	taken from cicadas, Rm 302, pupae reared							15-01-1940	Jan. 15 1940		Coleoptera 
UMSP000417238	UMSP		2020-08-27 12:22:27					Dermestidae	Trogoderma	versicolor	taken from cicadas, Rm 302, pupae reared							15-01-1940	Jan. 15 1940		Coleoptera 
UMSP000417239	UMSP		2020-08-27 12:22:27					Dermestidae	Trogoderma	versicolor	taken from cicadas, Rm 302, pupae reared							15-01-1940	Jan. 15 1940		Coleoptera 
UMSP000417240	UMSP		2020-08-27 12:22:28					Dermestidae	Trogoderma	versicolor	taken from cicadas, Rm 302, pupae reared							15-01-1940	Jan. 15 1940		Coleoptera 
UMSP000417241	UMSP		2020-08-27 12:22:28					Dermestidae	Trogoderma	versicolor	taken from cicadas, R.302, pupae reared							18-01-1940	18/01/1940		Coleoptera 
UMSP000333887	UMSP		2020-09-10 14:04:58			J.N. Knull	1928	Buprestidae	Acmaeodera	pulchella	Lugger	USA		Kansas							Coleoptera 
UMSP000333886	UMSP		2020-09-10 14:04:58			J.N. Knull	1928	Buprestidae	Acmaeodera	pulchella	Lugger	USA	Ramsey	Minnesota							Coleoptera 
UMSP000333892	UMSP		2020-09-10 14:04:59			J.N. Knull	1928	Buprestidae	Acmaeodera	pulchella	Lugger	USA		Minnesota							Coleoptera 
UMSP000333893	UMSP		2020-09-10 14:04:59			J.N. Knull	1928	Buprestidae	Acmaeodera	pulchella	Lugger	USA		Minnesota							Coleoptera 
UMSP000338711	UMSP		2020-09-10 14:05:00			J.N. Knull	1938	Buprestidae	Acmaeodera	pulchella	Lugger	USA		Minnesota							Coleoptera 
UMSP000338735	UMSP		2020-09-10 14:05:00			J.N. Knull	1938	Buprestidae	Acmaeodera	pulchella	Lugger	USA		Minnesota							Coleoptera 
UMSP000142972	UMSP		2020-09-15 12:00:29			Knull	1938	Buprestidae	Actenodes	acornis	On an elm	USA	Bergen	New Jersey				12-06-1936	12/06/1936		Coleoptera 
UMSP000142944	UMSP		2020-09-15 12:23:51			Knull	1943	Buprestidae	Agrilus	acutipennis	on hazel	USA	Clearwater	Minnesota				18-06-1936	18/06/1936		Coleoptera 
UMSP000333310	UMSP		2020-09-15 12:24:12			J.N. Knull	1938	Buprestidae	Agrilus	anxius	on birch	USA	Ramsey	Minnesota				01-07-1909	01/07/1909		Coleoptera 
UMSP000333313	UMSP		2020-09-15 12:24:13			J.N. Knull	1938	Buprestidae	Agrilus	anxius	on birch	USA	Ramsey	Minnesota				01-07-1909	01/07/1909		Coleoptera 
UMSP000333347	UMSP		2020-09-15 12:24:13			J.N. Knull	1938	Buprestidae	Agrilus	anxius	on birch	USA	Ramsey	Minnesota				01-07-1909	01/07/1909		Coleoptera 
UMSP000333348	UMSP		2020-09-15 12:24:14			J.N. Knull	1938	Buprestidae	Agrilus	anxius	on birch	USA	Ramsey	Minnesota				01-07-1909	01/07/1909		Coleoptera 
UMSP000333349	UMSP		2020-09-15 12:24:15			J.N. Knull	1938	Buprestidae	Agrilus	anxius	on birch	USA	Ramsey	Minnesota				01-07-1909	01/07/1909		Coleoptera 
UMSP000333350	UMSP		2020-09-15 12:24:15			J.N. Knull	1938	Buprestidae	Agrilus	anxius	on birch	USA	Ramsey	Minnesota				01-07-1909	01/07/1909		Coleoptera 
UMSP000333352	UMSP		2020-09-15 12:24:16			J.N. Knull	1938	Buprestidae	Agrilus	anxius	on birch	USA	Ramsey	Minnesota				01-07-1909	01/07/1909		Coleoptera 
UMSP000333353	UMSP		2020-09-15 12:24:16			J.N. Knull	1938	Buprestidae	Agrilus	anxius	on birch	USA	Ramsey	Minnesota				01-07-1909	01/07/1909		Coleoptera 
UMSP000333355	UMSP		2020-09-15 12:24:17			J.N. Knull	1938	Buprestidae	Agrilus	anxius	on birch	USA	Ramsey	Minnesota				01-07-1909	01/07/1909		Coleoptera 
UMSP000333357	UMSP		2020-09-15 12:24:18			J.N. Knull	1938	Buprestidae	Agrilus	anxius	on birch	USA	Ramsey	Minnesota				01-07-1909	01/07/1909		Coleoptera 
UMSP000333309	UMSP		2020-09-15 12:24:18			J.N. Knull	1938	Buprestidae	Agrilus	anxius	on birch	USA	Ramsey	Minnesota				02-07-1909	02/07/1909		Coleoptera 
UMSP000333354	UMSP		2020-09-15 12:24:19			J.N. Knull	1938	Buprestidae	Agrilus	anxius	on birch	USA	Ramsey	Minnesota				02-07-1909	02/07/1909		Coleoptera 
UMSP000333356	UMSP		2020-09-15 12:24:19			J.N. Knull	1938	Buprestidae	Agrilus	anxius	on birch	USA	Ramsey	Minnesota				02-07-1909	02/07/1909		Coleoptera 
UMSP000333308	UMSP		2020-09-15 12:24:20			J.N. Knull	1938	Buprestidae	Agrilus	anxius	on birch	USA	Ramsey	Minnesota				04-07-1909	04/07/1909		Coleoptera 
UMSP000333312	UMSP		2020-09-15 12:24:20			J.N. Knull	1938	Buprestidae	Agrilus	anxius	on birch	USA	Ramsey	Minnesota				04-07-1909	04/07/1909		Coleoptera 
UMSP000333342	UMSP		2020-09-15 12:24:21			J.N. Knull	1938	Buprestidae	Agrilus	anxius	on birch	USA	Ramsey	Minnesota				04-07-1909	04/07/1909		Coleoptera 
UMSP000333344	UMSP		2020-09-15 12:24:22			J.N. Knull	1938	Buprestidae	Agrilus	anxius	on birch	USA	Ramsey	Minnesota				04-07-1909	04/07/1909		Coleoptera 
UMSP000333345	UMSP		2020-09-15 12:24:22			J.N. Knull	1938	Buprestidae	Agrilus	anxius	on birch	USA	Ramsey	Minnesota				04-07-1909	04/07/1909		Coleoptera 
UMSP000333358	UMSP		2020-09-15 12:24:23			J.N. Knull	1938	Buprestidae	Agrilus	anxius	on birch	USA	Ramsey	Minnesota				04-07-1909	04/07/1909		Coleoptera 
UMSP000333311	UMSP		2020-09-15 12:24:23			J.N. Knull	1938	Buprestidae	Agrilus	anxius	on birch	USA	Ramsey	Minnesota				07-07-1909	07/07/1909		Coleoptera 
UMSP000333340	UMSP		2020-09-15 12:24:24			J.N. Knull	1938	Buprestidae	Agrilus	anxius	on birch	USA	Ramsey	Minnesota				07-07-1909	07/07/1909		Coleoptera 
UMSP000333343	UMSP		2020-09-15 12:24:24			J.N. Knull	1938	Buprestidae	Agrilus	anxius	on birch	USA	Ramsey	Minnesota				07-07-1909	07/07/1909		Coleoptera 
UMSP000333346	UMSP		2020-09-15 12:24:25			J.N. Knull	1938	Buprestidae	Agrilus	anxius	on birch	USA	Ramsey	Minnesota				07-07-1909	07/07/1909		Coleoptera 
UMSP000333351	UMSP		2020-09-15 12:24:26			J.N. Knull	1938	Buprestidae	Agrilus	anxius	on birch	USA	Ramsey	Minnesota				07-07-1909	07/07/1909		Coleoptera 
UMSP000333333	UMSP		2020-09-15 12:24:35			Knull	1943	Buprestidae	Agrilus	anxius	on aspen	USA	Clearwater	Minnesota				18-06-1926	18/06/1926		Coleoptera 
UMSP000333329	UMSP		2020-09-15 12:24:35			Knull	1943	Buprestidae	Agrilus	anxius	on aspen	USA	Clearwater	Minnesota				18-06-1936	18/06/1936		Coleoptera 
UMSP000333211	UMSP		2020-09-15 12:24:50			J.E. Lloyd, Jr. 		Buprestidae	Agrilus	anxius	Reared from Betula papyrifera	USA	Dakota	Minnesota				19-04-1992	19-IV-1992		Coleoptera 
UMSP000333212	UMSP		2020-09-15 12:24:51			J.E. Lloyd, Jr. 		Buprestidae	Agrilus	anxius	Reared from Betula papyrifera	USA	Dakota	Minnesota				19-04-1992	19-IV-1992		Coleoptera 
UMSP000333213	NPPO-NL		2020-09-15 12:24:51			J.E. Lloyd, Jr. 		Buprestidae	Agrilus	anxius	Reared from Betula papyrifera	USA	Dakota	Minnesota				19-04-1992	19-IV-1992		Coleoptera 
UMSP000333214	UMSP		2020-09-15 12:24:52			J.E. Lloyd, Jr. 		Buprestidae	Agrilus	anxius	Reared from Betula papyrifera	USA	Dakota	Minnesota				19-04-1992	19-IV-1992		Coleoptera 
UMSP000333215	NPPO-NL		2020-09-15 12:24:52			J.E. Lloyd, Jr. 		Buprestidae	Agrilus	anxius	Reared from Betula papyrifera	USA	Dakota	Minnesota				19-04-1992	19-IV-1992		Coleoptera 
UMSP000333216	UMSP		2020-09-15 12:24:53			J.E. Lloyd, Jr. 		Buprestidae	Agrilus	anxius	Reared from Betula papyrifera	USA	Dakota	Minnesota				19-04-1992	19-IV-1992		Coleoptera 
UMSP000333172	UMSP		2020-09-15 12:26:51			C.L. Bellamy	2003	Buprestidae	Agrilus	bilineatus	Quercus rubra	USA	Itasca	Minnesota	47.2122200000	-93.5366600000		12-12-2001	XII-12-01		Coleoptera 
UMSP000333173	UMSP		2020-09-15 12:26:52			C.L. Bellamy	2003	Buprestidae	Agrilus	bilineatus	Quercus rubra	USA	Itasca	Minnesota	47.2122200000	-93.5366600000		12-12-2001	XII-12-01		Coleoptera 
UMSP000333174	UMSP		2020-09-15 12:26:52			C.L. Bellamy	2003	Buprestidae	Agrilus	bilineatus	Quercus rubra	USA	Itasca	Minnesota	47.2122200000	-93.5366600000		12-12-2001	XII-12-01		Coleoptera 
UMSP000333175	UMSP		2020-09-15 12:26:53			C.L. Bellamy	2003	Buprestidae	Agrilus	bilineatus	Quercus rubra	USA	Itasca	Minnesota	47.2122200000	-93.5366600000		12-12-2001	XII-12-01		Coleoptera 
UMSP000333176	UMSP		2020-09-15 12:26:53			C.L. Bellamy	2003	Buprestidae	Agrilus	bilineatus	Quercus rubra	USA	Itasca	Minnesota	47.2122200000	-93.5366600000		12-12-2001	XII-12-01		Coleoptera 
UMSP000333177	UMSP		2020-09-15 12:26:53			C.L. Bellamy	2003	Buprestidae	Agrilus	bilineatus	Quercus rubra	USA	Itasca	Minnesota	47.2122200000	-93.5366600000		12-12-2001	XII-12-01		Coleoptera 
UMSP000333178	UMSP		2020-09-15 12:26:54			C.L. Bellamy	2003	Buprestidae	Agrilus	bilineatus	Quercus rubra	USA	Itasca	Minnesota	47.2122200000	-93.5366600000		12-12-2001	XII-12-01		Coleoptera 
UMSP000333179	UMSP		2020-09-15 12:26:54			C.L. Bellamy	2003	Buprestidae	Agrilus	bilineatus	Quercus rubra	USA	Itasca	Minnesota	47.2122200000	-93.5366600000		12-12-2001	XII-12-01		Coleoptera 
