Specimen #	Depository	Coll Event #	Created	Sex	Stage	Last Name	Date	Family	Genus	Species	Host Taxon	Country	County	State	Latitude1	Longitude1	Verbatim Locality	Start Date	Verbatim Date	End Date	Order
UMSP000249107	UMSP		2021-11-04 13:03:17	female		J.B.		Ceratophyllidae	Orchopeas	leucopus	Clethrionomys gapperi	USA	Anoka	Minnesota				05-06-1958			Siphonaptera
UMSP000249108	UMSP		2021-11-04 13:03:17	male		J.B.		Ceratophyllidae	Orchopeas	leucopus	Clethrionomys gapperi	USA	Anoka	Minnesota				18-09-1957			Siphonaptera
UMSP000249109	UMSP		2021-11-04 13:03:18	male		J.B.		Ceratophyllidae	Orchopeas	leucopus	Clethrionomys gapperi	USA	Anoka	Minnesota				18-09-1957			Siphonaptera
UMSP000249110	UMSP		2021-11-04 13:03:18	male		J.B.		Ceratophyllidae	Orchopeas	leucopus	Clethrionomys gapperi	USA	Anoka	Minnesota				04-11-1957			Siphonaptera
UMSP000249111	UMSP		2021-11-04 13:03:19	female		J.B.		Ceratophyllidae	Orchopeas	leucopus	Clethrionomys gapperi	USA	Anoka	Minnesota				17-04-1957			Siphonaptera
UMSP000249112	UMSP		2021-11-04 13:03:19	male		J.B.		Ceratophyllidae	Orchopeas	leucopus	Clethrionomys gapperi	USA	Anoka	Minnesota				09-09-1958			Siphonaptera
UMSP000249113	UMSP		2021-11-04 13:03:20	male		J.B.		Ceratophyllidae	Orchopeas	leucopus	Clethrionomys gapperi	USA	Anoka	Minnesota				04-06-1958			Siphonaptera
UMSP000249114	UMSP		2021-11-04 13:03:20	female		J.B.		Ceratophyllidae	Orchopeas	leucopus	Clethrionomys gapperi	USA	Anoka	Minnesota				11-09-1958			Siphonaptera
UMSP000249115	UMSP		2021-11-04 13:03:20	female		J.B.		Ceratophyllidae	Orchopeas	leucopus	Clethrionomys gapperi	USA	Anoka	Minnesota				02-07-1958			Siphonaptera
UMSP000249116	UMSP		2021-11-04 13:03:21	female		J.B.		Ceratophyllidae	Orchopeas	leucopus	Clethrionomys gapperi	USA	Anoka	Minnesota				30-07-1958			Siphonaptera
UMSP000249117	UMSP		2021-11-04 13:03:21	female		J.B.		Ceratophyllidae	Orchopeas	leucopus	Clethrionomys gapperi	USA	Anoka	Minnesota				24-09-1958			Siphonaptera
UMSP000249118	UMSP		2021-11-04 13:03:21	female		J.B.		Ceratophyllidae	Orchopeas	leucopus	Clethrionomys gapperi	USA	Anoka	Minnesota				15-05-1957			Siphonaptera
UMSP000249119	UMSP		2021-11-04 13:03:22	female		J.B.		Ceratophyllidae	Orchopeas	leucopus	Clethrionomys gapperi	USA	Anoka	Minnesota				19-09-1957			Siphonaptera
UMSP000249120	UMSP		2021-11-04 13:03:22	male		J.B.		Ceratophyllidae	Orchopeas	leucopus	Clethrionomys gapperi	USA	Anoka	Minnesota				16-07-1958			Siphonaptera
UMSP000249121	UMSP		2021-11-04 13:03:23	male		J.B.		Ceratophyllidae	Orchopeas	leucopus	Clethrionomys gapperi	USA	Anoka	Minnesota				16-07-1958			Siphonaptera
UMSP000249122	UMSP		2021-11-04 13:03:23	female		J.B.		Ceratophyllidae	Orchopeas	leucopus	Clethrionomys gapperi	USA	Anoka	Minnesota				26-02-1958			Siphonaptera
UMSP000249123	UMSP		2021-11-04 13:03:24	male		J.B.		Ceratophyllidae	Orchopeas	leucopus	Clethrionomys gapperi	USA	Anoka	Minnesota				08-10-1958			Siphonaptera
UMSP000249124	UMSP		2021-11-04 13:03:24	female		J.B.		Ceratophyllidae	Orchopeas	leucopus	Clethrionomys gapperi	USA	Anoka	Minnesota				26-03-1958			Siphonaptera
UMSP000249125	UMSP		2021-11-04 13:03:25	male		J.B.		Ceratophyllidae	Orchopeas	leucopus	Clethrionomys gapperi	USA	Anoka	Minnesota				10-04-1958			Siphonaptera
UMSP000249126	UMSP		2021-11-04 13:03:25	male		R. Carson		Ceratophyllidae	Orchopeas	leucopus	Peromyscus leucopus	USA	Anoka	Minnesota				13-03-1957			Siphonaptera
UMSP000249127	UMSP		2021-11-04 13:03:26	male		J.B.		Ceratophyllidae	Orchopeas	leucopus	Clethrionomys gapperi	USA	Anoka	Minnesota				26-03-1958			Siphonaptera
UMSP000249128	UMSP		2021-11-04 13:03:26	male		R. Carson		Ceratophyllidae	Orchopeas	leucopus	Peromyscus leucopus	USA	Anoka	Minnesota				13-03-1957			Siphonaptera
UMSP000249129	UMSP		2021-11-04 13:03:26	male		R. Carson		Ceratophyllidae	Orchopeas	leucopus	Peromyscus leucopus	USA	Anoka	Minnesota				13-03-1957			Siphonaptera
UMSP000249130	UMSP		2021-11-04 13:03:27	male		R. Carson		Ceratophyllidae	Orchopeas	leucopus	Peromyscus leucopus	USA	Anoka	Minnesota				01-03-1957			Siphonaptera
UMSP000249131	UMSP		2021-11-04 13:03:27	male		R. Carson		Ceratophyllidae	Orchopeas	leucopus	Peromyscus leucopus	USA	Anoka	Minnesota				13-03-1957			Siphonaptera
UMSP000249132	UMSP		2021-11-04 13:03:27	male		R. Carson		Ceratophyllidae	Orchopeas	leucopus	Peromyscus leucopus	USA	Anoka	Minnesota				13-03-1957			Siphonaptera
UMSP000249133	UMSP		2021-11-04 13:03:28	male		R. Carson		Ceratophyllidae	Orchopeas	leucopus	Peromyscus leucopus	USA	Anoka	Minnesota				30-10-1956			Siphonaptera
UMSP000249134	UMSP		2021-11-04 13:03:28	male		R. Carson		Ceratophyllidae	Orchopeas	leucopus	Peromyscus leucopus	USA	Anoka	Minnesota				13-03-1957			Siphonaptera
UMSP000249135	UMSP		2021-11-04 13:03:28	male		R. Carson		Ceratophyllidae	Orchopeas	leucopus	Peromyscus leucopus	USA	Anoka	Minnesota				14-03-1957			Siphonaptera
UMSP000249136	UMSP		2021-11-04 13:03:28	male		R. Carson		Ceratophyllidae	Orchopeas	leucopus	Peromyscus leucopus	USA	Anoka	Minnesota				14-02-1957			Siphonaptera
UMSP000249137	UMSP		2021-11-04 13:03:29	male		R. Carson		Ceratophyllidae	Orchopeas	leucopus	Peromyscus leucopus	USA	Anoka	Minnesota				14-03-1957			Siphonaptera
UMSP000249138	UMSP		2021-11-04 13:03:29	male		R. Carson		Ceratophyllidae	Orchopeas	leucopus	Peromyscus leucopus	USA	Anoka	Minnesota				28-11-1956			Siphonaptera
UMSP000249139	UMSP		2021-11-04 13:03:29	male		R. Carson		Ceratophyllidae	Orchopeas	leucopus	Peromyscus leucopus	USA	Anoka	Minnesota				14-02-1957			Siphonaptera
UMSP000249140	UMSP		2021-11-04 13:03:30	male		R. Carson		Ceratophyllidae	Orchopeas	leucopus	Peromyscus leucopus	USA	Anoka	Minnesota				01-11-1956			Siphonaptera
UMSP000249141	UMSP		2021-11-04 13:03:30	male		R. Carson		Ceratophyllidae	Orchopeas	leucopus	Peromyscus leucopus	USA	Anoka	Minnesota				13-03-1957			Siphonaptera
UMSP000249142	UMSP		2021-11-04 13:03:30	female		R. Carson		Ceratophyllidae	Orchopeas	leucopus	Peromyscus leucopus	USA	Anoka	Minnesota				15-01-1957			Siphonaptera
UMSP000249143	UMSP		2021-11-04 13:03:31	male		R. Carson		Ceratophyllidae	Orchopeas	leucopus	Peromyscus leucopus	USA	Anoka	Minnesota				24-01-1957			Siphonaptera
UMSP000249144	UMSP		2021-11-04 13:03:31	male		R. Carson		Ceratophyllidae	Orchopeas	leucopus	Peromyscus leucopus	USA	Anoka	Minnesota				12-12-1956			Siphonaptera
UMSP000249145	UMSP		2021-11-04 13:03:31	male		R. Carson		Ceratophyllidae	Orchopeas	leucopus	Peromyscus leucopus	USA	Anoka	Minnesota				30-10-1956			Siphonaptera
UMSP000249146	UMSP		2021-11-04 13:03:32	male		R. Carson		Ceratophyllidae	Orchopeas	leucopus	Peromyscus leucopus	USA	Anoka	Minnesota				30-10-1956			Siphonaptera
UMSP000249147	UMSP		2021-11-04 13:03:32	male		R. Carson		Ceratophyllidae	Orchopeas	leucopus	Peromyscus leucopus	USA	Anoka	Minnesota				16-10-1956			Siphonaptera
UMSP000249148	UMSP		2021-11-04 13:03:32	male		R. Carson		Ceratophyllidae	Orchopeas	leucopus	Peromyscus leucopus	USA	Anoka	Minnesota				25-01-1957			Siphonaptera
UMSP000249149	UMSP		2021-11-04 13:03:33	male		R. Carson		Ceratophyllidae	Orchopeas	leucopus	Peromyscus leucopus	USA	Anoka	Minnesota				13-03-1957			Siphonaptera
UMSP000249150	UMSP		2021-11-04 13:03:33	male		R. Carson		Ceratophyllidae	Orchopeas	leucopus	Peromyscus leucopus	USA	Anoka	Minnesota				03-10-1956			Siphonaptera
UMSP000249151	UMSP		2021-11-04 13:03:33	male		R. Carson		Ceratophyllidae	Orchopeas	leucopus	Peromyscus leucopus	USA	Anoka	Minnesota				14-02-1957			Siphonaptera
UMSP000249152	UMSP		2021-11-04 13:03:34	male		R. Carson		Ceratophyllidae	Orchopeas	leucopus	Peromyscus leucopus	USA	Anoka	Minnesota				13-03-1957			Siphonaptera
UMSP000249153	UMSP		2021-11-04 13:03:34	male		R. Carson		Ceratophyllidae	Orchopeas	leucopus	Peromyscus leucopus	USA	Anoka	Minnesota				13-03-1957			Siphonaptera
UMSP000249154	UMSP		2021-11-04 13:03:34	male		R. Carson		Ceratophyllidae	Orchopeas	leucopus	Peromyscus leucopus	USA	Anoka	Minnesota				15-10-1956			Siphonaptera
UMSP000249155	UMSP		2021-11-04 13:03:35	male		R. Carson		Ceratophyllidae	Orchopeas	leucopus	Peromyscus leucopus	USA	Anoka	Minnesota				25-01-1957			Siphonaptera
UMSP000249156	UMSP		2021-11-04 13:03:35	male		R. Carson		Ceratophyllidae	Orchopeas	leucopus	Peromyscus leucopus	USA	Anoka	Minnesota				14-03-1957			Siphonaptera
UMSP000249157	UMSP		2021-11-04 13:03:36	male		R. Carson		Ceratophyllidae	Orchopeas	leucopus	Peromyscus leucopus	USA	Anoka	Minnesota				21-12-1956			Siphonaptera
UMSP000249158	UMSP		2021-11-04 13:03:36	male		R. Carson		Ceratophyllidae	Orchopeas	leucopus	Peromyscus leucopus	USA	Anoka	Minnesota				21-12-1956			Siphonaptera
UMSP000249159	UMSP		2021-11-04 13:03:36	male		R. Carson		Ceratophyllidae	Orchopeas	leucopus	Peromyscus leucopus	USA	Anoka	Minnesota				13-03-1957			Siphonaptera
UMSP000249160	UMSP		2021-11-04 13:03:37	male		R. Carson		Ceratophyllidae	Orchopeas	leucopus	Peromyscus leucopus	USA	Anoka	Minnesota				14-03-1957			Siphonaptera
UMSP000249161	UMSP		2021-11-04 13:03:37	male		R. Carson		Ceratophyllidae	Orchopeas	leucopus	Peromyscus leucopus	USA	Anoka	Minnesota				14-03-1957			Siphonaptera
UMSP000249162	UMSP		2021-11-04 13:03:37	male		R. Carson		Ceratophyllidae	Orchopeas	leucopus	Peromyscus leucopus	USA	Anoka	Minnesota				13-11-1956			Siphonaptera
UMSP000249163	UMSP		2021-11-04 13:03:38	male		R. Carson		Ceratophyllidae	Orchopeas	leucopus	Peromyscus leucopus	USA	Anoka	Minnesota				01-11-1956			Siphonaptera
UMSP000249164	UMSP		2021-11-04 13:03:38	male		R. Carson		Ceratophyllidae	Orchopeas	leucopus	Peromyscus leucopus	USA	Anoka	Minnesota				13-03-1957			Siphonaptera
UMSP000249165	UMSP		2021-11-04 13:03:39	male		R. Carson		Ceratophyllidae	Orchopeas	leucopus	Peromyscus leucopus	USA	Anoka	Minnesota				14-03-1957			Siphonaptera
UMSP000249166	UMSP		2021-11-04 13:03:39	male		R. Carson		Ceratophyllidae	Orchopeas	leucopus	Peromyscus leucopus	USA	Anoka	Minnesota				30-10-1956			Siphonaptera
UMSP000249167	UMSP		2021-11-04 13:03:40	male		R. Carson		Ceratophyllidae	Orchopeas	leucopus	Peromyscus leucopus	USA	Anoka	Minnesota				13-03-1957			Siphonaptera
UMSP000249168	UMSP		2021-11-04 13:03:40	male		R. Carson		Ceratophyllidae	Orchopeas	leucopus	Peromyscus leucopus	USA	Anoka	Minnesota				15-10-1956			Siphonaptera
UMSP000249169	UMSP		2021-11-04 13:03:40	male		R. Carson		Ceratophyllidae	Orchopeas	leucopus	Peromyscus leucopus	USA	Anoka	Minnesota				30-10-1956			Siphonaptera
UMSP000249170	UMSP		2021-11-04 13:03:41	male		R. Carson		Ceratophyllidae	Orchopeas	leucopus	Peromyscus leucopus	USA	Anoka	Minnesota				18-10-1956			Siphonaptera
UMSP000249171	UMSP		2021-11-04 13:03:41	female				Ceratophyllidae	Orchopeas	leucopus	Peromyscus maniculatus gracilis	USA	Leelanau  	Michigan				17-06-1987			Siphonaptera
UMSP000249172	UMSP		2021-11-04 13:03:42	female				Ceratophyllidae	Orchopeas	leucopus	Peromyscus maniculatus gracilis	USA	Leelanau  	Michigan				17-06-1987			Siphonaptera
UMSP000249173	UMSP		2021-11-04 13:03:42	female				Ceratophyllidae	Orchopeas	leucopus	Peromyscus maniculatus gracilis	USA	Leelanau  	Michigan				17-06-1987			Siphonaptera
UMSP000249174	UMSP		2021-11-04 13:03:42	female				Ceratophyllidae	Orchopeas	leucopus	Peromyscus maniculatus gracilis	USA	Charlevoix	Michigan				20-06-1986			Siphonaptera
UMSP000249175	UMSP		2021-11-04 13:03:43	female				Ceratophyllidae	Orchopeas	leucopus	Peromyscus maniculatus gracilis	USA	Leelanau  	Michigan				17-06-1987			Siphonaptera
UMSP000249176	UMSP		2021-11-04 13:03:44	female				Ceratophyllidae	Orchopeas	leucopus	Peromyscus maniculatus gracilis	USA	Charlevoix	Michigan				20-06-1986			Siphonaptera
UMSP000249177	UMSP		2021-11-04 13:03:44	male				Ceratophyllidae	Orchopeas	leucopus	Peromyscus maniculatus gracilis	USA	Leelanau  	Michigan				17-06-1987			Siphonaptera
UMSP000249178	UMSP		2021-11-04 13:03:45	female				Ceratophyllidae	Orchopeas	leucopus	Peromyscus maniculatus gracilis	USA	Charlevoix	Michigan				20-06-1986			Siphonaptera
UMSP000249179	UMSP		2021-11-04 13:03:45	female				Ceratophyllidae	Orchopeas	leucopus	Peromyscus maniculatus gracilis	USA	Leelanau  	Michigan				17-06-1987			Siphonaptera
UMSP000249180	UMSP		2021-11-04 13:03:46	female				Ceratophyllidae	Orchopeas	leucopus	Peromyscus maniculatus gracilis	USA	Charlevoix	Michigan				20-06-1986			Siphonaptera
UMSP000249181	UMSP		2021-11-04 13:03:46	male				Ceratophyllidae	Orchopeas	leucopus	Peromyscus maniculatus gracilis	USA	Leelanau  	Michigan				17-06-1987			Siphonaptera
UMSP000249182	UMSP		2021-11-04 13:03:47	female				Ceratophyllidae	Orchopeas	leucopus	Peromyscus maniculatus gracilis	USA	Charlevoix	Michigan				20-06-1986			Siphonaptera
UMSP000249183	UMSP		2021-11-04 13:03:47	male				Ceratophyllidae	Orchopeas	leucopus	Peromyscus maniculatus gracilis	USA	Leelanau  	Michigan				17-06-1987			Siphonaptera
UMSP000249184	UMSP		2021-11-04 13:03:47	female				Ceratophyllidae	Orchopeas	leucopus	Peromyscus maniculatus gracilis	USA	Leelanau  	Michigan				17-06-1987			Siphonaptera
UMSP000249185	UMSP		2021-11-04 13:03:48	female				Ceratophyllidae	Orchopeas	leucopus	Peromyscus maniculatus gracilis	USA	Leelanau  	Michigan				17-06-1987			Siphonaptera
UMSP000249186	UMSP		2021-11-04 13:03:48	female				Ceratophyllidae	Orchopeas	leucopus	Peromyscus maniculatus gracilis	USA	Leelanau  	Michigan				17-06-1987			Siphonaptera
UMSP000249187	UMSP		2021-11-04 13:03:48	female				Ceratophyllidae	Orchopeas	leucopus	Peromyscus maniculatus gracilis	USA	Leelanau  	Michigan				17-06-1987			Siphonaptera
UMSP000249188	UMSP		2021-11-04 13:03:49	female				Ceratophyllidae	Orchopeas	leucopus	Peromyscus maniculatus gracilis	USA	Leelanau  	Michigan				17-06-1987			Siphonaptera
UMSP000249189	UMSP		2021-11-04 13:03:49	female		J.B.		Ceratophyllidae	Orchopeas	leucopus	Peromyscus maniculatus	USA	Lake	Minnesota				07/1958			Siphonaptera
UMSP000249190	UMSP		2021-11-04 13:03:49	female		T. Clark	15-01-1954	Ceratophyllidae	Orchopeas	leucopus	Peromyscus maniculatus	USA	Lake	Minnesota				28-06-1952			Siphonaptera
UMSP000249191	UMSP		2021-11-04 13:03:50	female		J.B.		Ceratophyllidae	Orchopeas	leucopus	Peromyscus maniculatus	USA	Lake	Minnesota				07/1958			Siphonaptera
UMSP000249192	UMSP		2021-11-04 13:03:50	female		J.B.		Ceratophyllidae	Orchopeas	leucopus	Peromyscus maniculatus	USA	Lake	Minnesota				07/1958			Siphonaptera
UMSP000249193	UMSP		2021-11-04 13:03:51	female		J.B.		Ceratophyllidae	Orchopeas	leucopus	Peromyscus maniculatus	USA	Lake	Minnesota				07/1958			Siphonaptera
UMSP000249194	UMSP		2021-11-04 13:03:51	female		J.B.		Ceratophyllidae	Orchopeas	leucopus	Peromyscus maniculatus	USA	Lake	Minnesota				07/1958			Siphonaptera
UMSP000249195	UMSP		2021-11-04 13:03:51	female		J.B.		Ceratophyllidae	Orchopeas	leucopus	Peromyscus maniculatus	USA	Lake	Minnesota				07/1958			Siphonaptera
UMSP000249196	UMSP		2021-11-04 13:03:52	female		J.B.		Ceratophyllidae	Orchopeas	leucopus	Peromyscus maniculatus	USA	Lake	Minnesota				07/1957			Siphonaptera
UMSP000249197	UMSP		2021-11-04 13:03:52	female		J.B.		Ceratophyllidae	Orchopeas	leucopus	Peromyscus maniculatus	USA	Lake	Minnesota				07/1958			Siphonaptera
UMSP000249198	UMSP		2021-11-04 13:03:53	female		J.B.		Ceratophyllidae	Orchopeas	leucopus	Peromyscus maniculatus	USA	Lake	Minnesota				07/1958			Siphonaptera
UMSP000249199	UMSP		2021-11-04 13:03:53	female		J.B.		Ceratophyllidae	Orchopeas	leucopus	Peromyscus maniculatus	USA	Lake	Minnesota				07/1958			Siphonaptera
UMSP000249200	UMSP		2021-11-04 13:03:53	female		J.B.		Ceratophyllidae	Orchopeas	leucopus	Peromyscus maniculatus	USA	Lake	Minnesota				07/1958			Siphonaptera
UMSP000249201	UMSP		2021-11-04 13:03:54	female		J.B.		Ceratophyllidae	Orchopeas	leucopus	Peromyscus maniculatus	USA	Lake	Minnesota				07/1958			Siphonaptera
UMSP000249202	UMSP		2021-11-04 13:03:54	female		J.B.		Ceratophyllidae	Orchopeas	leucopus	Peromyscus maniculatus	USA	Lake	Minnesota				07/1958			Siphonaptera
UMSP000249203	UMSP		2021-11-04 13:03:55	female		J.B.		Ceratophyllidae	Orchopeas	leucopus	Peromyscus maniculatus	USA	Lake	Minnesota				07/1958			Siphonaptera
UMSP000249204	UMSP		2021-11-04 13:03:55	female		J.B.		Ceratophyllidae	Orchopeas	leucopus	Peromyscus maniculatus	USA	Lake	Minnesota				07/1958			Siphonaptera
UMSP000249205	UMSP		2021-11-04 13:03:56	female		J.B.		Ceratophyllidae	Orchopeas	leucopus	Peromyscus maniculatus	USA	Lake	Minnesota				07/1958			Siphonaptera
UMSP000249206	UMSP		2021-11-04 13:03:56	female		J.B.		Ceratophyllidae	Orchopeas	leucopus	Peromyscus maniculatus	USA	Lake	Minnesota				07/1958			Siphonaptera
UMSP000249207	UMSP		2021-11-04 13:03:56	female		J.B.		Ceratophyllidae	Orchopeas	leucopus	Peromyscus maniculatus	USA	Lake	Minnesota				07/1958			Siphonaptera
UMSP000249208	UMSP		2021-11-04 13:03:57	female		J.B.		Ceratophyllidae	Orchopeas	leucopus	Peromyscus maniculatus	USA	Lake	Minnesota				07/1958			Siphonaptera
UMSP000249209	UMSP		2021-11-04 13:03:57	female		J.B.		Ceratophyllidae	Orchopeas	leucopus	Peromyscus maniculatus	USA	Lake	Minnesota				07/1958			Siphonaptera
UMSP000249210	UMSP		2021-11-04 13:03:57	female		J.B.		Ceratophyllidae	Orchopeas	leucopus	Peromyscus maniculatus	USA	Lake	Minnesota				07/1958			Siphonaptera
UMSP000249211	UMSP		2021-11-04 13:03:58	female		J.B.		Ceratophyllidae	Orchopeas	leucopus	Peromyscus maniculatus	USA	Lake	Minnesota				07/1960			Siphonaptera
UMSP000249212	UMSP		2021-11-04 13:03:58	female		J.B.		Ceratophyllidae	Orchopeas	leucopus	Peromyscus maniculatus	USA	Lake	Minnesota				07/1960			Siphonaptera
UMSP000249213	UMSP		2021-11-04 13:03:58	female		J.B.		Ceratophyllidae	Orchopeas	leucopus	Peromyscus maniculatus	USA	Lake	Minnesota				07/1960			Siphonaptera
UMSP000249214	UMSP		2021-11-04 13:03:59	female		J.B.		Ceratophyllidae	Orchopeas	leucopus	Peromyscus maniculatus	USA	Lake	Minnesota				07/1960			Siphonaptera
UMSP000249215	UMSP		2021-11-04 13:03:59	female		J.B.		Ceratophyllidae	Orchopeas	leucopus	Peromyscus maniculatus	USA	Lake	Minnesota				07/1960			Siphonaptera
UMSP000249216	UMSP		2021-11-04 13:04:00	female		J.B.		Ceratophyllidae	Orchopeas	leucopus	Peromyscus maniculatus	USA	Lake	Minnesota				07/1960			Siphonaptera
UMSP000249217	UMSP		2021-11-04 13:04:00	female		J.B.		Ceratophyllidae	Orchopeas	leucopus	Peromyscus maniculatus	USA	Lake	Minnesota				07/1960			Siphonaptera
UMSP000249218	UMSP		2021-11-04 13:04:00	female		J.B.		Ceratophyllidae	Orchopeas	leucopus	Peromyscus maniculatus	USA	Lake	Minnesota				07/1960			Siphonaptera
UMSP000249219	UMSP		2021-11-04 13:04:01	female		J.B.		Ceratophyllidae	Orchopeas	leucopus	Peromyscus maniculatus	USA	Lake	Minnesota				07/1958			Siphonaptera
UMSP000249220	UMSP		2021-11-04 13:04:01	female		J.B.		Ceratophyllidae	Orchopeas	leucopus	Peromyscus maniculatus	USA	Lake	Minnesota				07/1958			Siphonaptera
UMSP000249221	UMSP		2021-11-04 13:04:02	female		J.B.		Ceratophyllidae	Orchopeas	leucopus	Peromyscus maniculatus	USA	Lake	Minnesota				07/1958			Siphonaptera
UMSP000249222	UMSP		2021-11-04 13:04:02	female		J.B.		Ceratophyllidae	Orchopeas	leucopus	Peromyscus maniculatus	USA	Lake	Minnesota				07/1957			Siphonaptera
UMSP000249223	UMSP		2021-11-04 13:04:03	female		J.B.		Ceratophyllidae	Orchopeas	leucopus	Peromyscus maniculatus	USA	Lake	Minnesota				07/1960			Siphonaptera
UMSP000249224	UMSP		2021-11-04 13:04:03	female		J.B.		Ceratophyllidae	Orchopeas	leucopus	Peromyscus maniculatus	USA	Lake	Minnesota				07/1960			Siphonaptera
UMSP000249225	UMSP		2021-11-04 13:04:03	female		J.B.		Ceratophyllidae	Orchopeas	leucopus	Peromyscus maniculatus	USA	Lake	Minnesota				07/1960			Siphonaptera
UMSP000249226	UMSP		2021-11-04 13:04:04	female		J.B.		Ceratophyllidae	Orchopeas	leucopus	Peromyscus maniculatus	USA	Lake	Minnesota				07/1960			Siphonaptera
UMSP000249227	UMSP		2021-11-04 13:04:04	female		J.B.		Ceratophyllidae	Orchopeas	leucopus	Peromyscus maniculatus	USA	Lake	Minnesota				07/1960			Siphonaptera
UMSP000249228	UMSP		2021-11-04 13:04:05	female		J.B.		Ceratophyllidae	Orchopeas	leucopus	Peromyscus maniculatus	USA	Lake	Minnesota				07/1960			Siphonaptera
UMSP000249229	UMSP		2021-11-04 13:04:05	female		J.B.		Ceratophyllidae	Orchopeas	leucopus	Peromyscus maniculatus	USA	Lake	Minnesota				07/1960			Siphonaptera
UMSP000249230	UMSP		2021-11-04 13:04:06	female		J.B.		Ceratophyllidae	Orchopeas	leucopus	Peromyscus maniculatus	USA	Lake	Minnesota				07/1960			Siphonaptera
UMSP000249231	UMSP		2021-11-04 13:04:06	female		J.B.		Ceratophyllidae	Orchopeas	leucopus	Peromyscus maniculatus	USA	Lake	Minnesota				07/1960			Siphonaptera
UMSP000249232	UMSP		2021-11-04 13:04:06	female		J.B.		Ceratophyllidae	Orchopeas	leucopus	Peromyscus maniculatus	USA	Lake	Minnesota				07/1960			Siphonaptera
UMSP000249233	UMSP		2021-11-04 13:04:07	female		J.B.		Ceratophyllidae	Orchopeas	leucopus	Peromyscus maniculatus	USA	Lake	Minnesota				07/1960			Siphonaptera
UMSP000249234	UMSP		2021-11-04 13:04:07	female		T. Clark	13-02-1954	Ceratophyllidae	Orchopeas	leucopus	Peromyscus maniculatus	USA	Lake	Minnesota				05-07-1953			Siphonaptera
UMSP000249235	UMSP		2021-11-04 13:04:08	female		J.B.		Ceratophyllidae	Orchopeas	leucopus	Peromyscus maniculatus	USA	Lake	Minnesota				07/1960			Siphonaptera
UMSP000249236	UMSP		2021-11-04 13:04:08	female		J.B.		Ceratophyllidae	Orchopeas	leucopus	Peromyscus maniculatus	USA	Lake	Minnesota				07/1960			Siphonaptera
UMSP000249237	UMSP		2021-11-04 13:04:08	female		J.B.		Ceratophyllidae	Orchopeas	leucopus	Peromyscus maniculatus	USA	Lake	Minnesota				07/1960			Siphonaptera
UMSP000249238	UMSP		2021-11-04 13:04:09	female		J.B.		Ceratophyllidae	Orchopeas	leucopus	Peromyscus maniculatus	USA	Lake	Minnesota				07/1960			Siphonaptera
UMSP000249239	UMSP		2021-11-04 13:04:09	female		J.B.		Ceratophyllidae	Orchopeas	leucopus	Peromyscus maniculatus	USA	Lake	Minnesota				07/1960			Siphonaptera
UMSP000249240	UMSP		2021-11-04 13:04:10	female		J.B.		Ceratophyllidae	Orchopeas	leucopus	Peromyscus maniculatus	USA	Lake	Minnesota				07/1960			Siphonaptera
UMSP000249241	UMSP		2021-11-04 13:04:10	female		J.B.		Ceratophyllidae	Orchopeas	leucopus	Peromyscus maniculatus	USA	Lake	Minnesota				07/1960			Siphonaptera
UMSP000249242	UMSP		2021-11-04 13:04:11	female		J.B.		Ceratophyllidae	Orchopeas	leucopus	Peromyscus maniculatus	USA	Lake	Minnesota				07/1960			Siphonaptera
UMSP000249243	UMSP		2021-11-04 13:04:12	female		J.B.		Ceratophyllidae	Orchopeas	leucopus	Peromyscus maniculatus	USA	Lake	Minnesota				07/1960			Siphonaptera
UMSP000249244	UMSP		2021-11-04 13:04:12	female		J.B.		Ceratophyllidae	Orchopeas	leucopus	Peromyscus maniculatus	USA	Lake	Minnesota				07/1960			Siphonaptera
UMSP000249245	UMSP		2021-11-04 13:04:13	female		J.B.		Ceratophyllidae	Orchopeas	leucopus	Peromyscus maniculatus	USA	Lake	Minnesota				07/1960			Siphonaptera
UMSP000249246	UMSP		2021-11-04 13:04:13	female		J.B.		Ceratophyllidae	Orchopeas	leucopus	Peromyscus maniculatus	USA	Lake	Minnesota				07/1960			Siphonaptera
UMSP000249247	UMSP		2021-11-04 13:04:14	female		J.B.		Ceratophyllidae	Orchopeas	leucopus	Peromyscus maniculatus	USA	Lake	Minnesota				07/1960			Siphonaptera
UMSP000249248	UMSP		2021-11-04 13:04:14	female		J.B.		Ceratophyllidae	Orchopeas	leucopus	Peromyscus maniculatus	USA	Lake	Minnesota				07/1960			Siphonaptera
UMSP000249249	UMSP		2021-11-04 13:04:14	female		J.B.		Ceratophyllidae	Orchopeas	leucopus	Peromyscus maniculatus	USA	Lake	Minnesota				07/1958			Siphonaptera
UMSP000249250	UMSP		2021-11-04 13:04:15	female		J.B.		Ceratophyllidae	Orchopeas	leucopus	Peromyscus maniculatus	USA	Lake	Minnesota				07/1958			Siphonaptera
UMSP000249251	UMSP		2021-11-04 13:04:15	female		J.B.		Ceratophyllidae	Orchopeas	leucopus	Peromyscus maniculatus	USA	Lake	Minnesota				07/1958			Siphonaptera
UMSP000249252	UMSP		2021-11-04 13:04:16	female		J.B.		Ceratophyllidae	Orchopeas	leucopus	Peromyscus maniculatus	USA	Lake	Minnesota				07/1958			Siphonaptera
